C7057|Disease, Disorder or Finding
C95190|Rhodium
C68332|Cephalin
C79998|Egg Phospholipid
C70568|Dietary Phosphatidylinositol
C68342|Dietary Sterol
C68391|Medium Chain Fatty Acid
C68388|Long Chain Fatty Acid
C68491|Cellulose
C68392|Monounsaturated Fatty Acid
C68502|Hemicellulose
C68500|Dietary Gum
C68479|Hexose
C74579|Anhydrous Lactose
C68484|Pentose
C68500|Dietary Gum
C28166|Lactose
C29148|Lactulose
C68502|Hemicellulose
C63638|Lignin
C65802|Gelatin
C66633|Trientine
C85243|Hydrogenated Palm Oil
C76044|Gadopentetate
C83765|Hydrogenated Soybean Oil
C2588|Gadopentetate Dimeglumine
C1950|Nut Oil
C71984|Alfalfa Sprout
C71987|Asparagus
C87737|Gadopentetic Acid
C71990|Bean
C61987|Trientine Hydrochloride
C45184|Carcinogenic Halogenated Hydrocarbon
C44355|Chloromethyl Methyl Ether
C45186|Halogenated Ring Carcinogen
C44406|Mustard Gas
C44437|Propanesultone
C44305|2,4-Diaminoanisole Sulfate
C45180|Heterocyclic Amine Carcinogen
C44408|Nitrilotriacetic Acid
C44331|Amitrole
C44335|Benzidine
C44332|Basic Fuchsin
C61817|3-Tyrosine
C113501|Sarcosine
C97315|Etidronate Tetrasodium
C29596|Non-Essential Amino Acid
C1897|Phosphorylated Peptide
C1670|Ibandronate Sodium
C84122|Protamine
C124264|Asymmetric Dimethylarginine
C65874|Ibandronic Acid
C118880|Carnosine
C26672|Soblidotin
C37937|Creatine
C1284|Dextran Sulfate Sodium
C83702|Ethylcellulose (100 mPa.s)
C83703|Ethylcellulose (7 mPa.s)
C44444|Selenium Sulfide
C691|Nicotine
C61103|Noscapine Hydrochloride
C1086|Toxic Shock Syndrome Toxin-1
C1506|Opioid
C29774|Plutonium-239
C29775|Radium-224
C2462|Radioactive Iodine
C84153|Sodium Cyclamate
C825|Selenium
C68255|Iodide
C28149|Fluoride Ion
C68259|Heme Iron
C68260|Hematein
C68257|Ferrous
C79882|Sucralose
C76517|Xylitol
C95191|Rubidium
C84590|Silver
C846|Strontium
C68415|Phosphatidic Acid
C68386|Lecithin
C580|Inositol 1,4,5-Trisphosphate
C1192|Phosphatidylinositol 4,5-bisphosphate
C369|Cholesterol
C68329|Capric Acid
C28178|Phytosterol
C68330|Caproic Acid
C68371|Heptadecenoic Acid
C68331|Octanoic Acid
C68372|Hexadecadienoic Acid
C68375|Hexadecatetraenoic Acid
C68338|Decenoic Acid
C63647|Pectin
C84244|Xanthan Gum
C68352|Docosenoic Acid
C68354|Dodecenoic Acid
C68481|Fucose
C68480|Fructose
C68488|Starch
C68482|Galactose
C68478|Maltose
C68485|Arabinose
C68486|Rhamnose
C68487|Ribose
C84244|Xanthan Gum
C80300|Maltose Monohydrate
C81933|Maltose Anhydrous
C68501|Mucilage
C68496|Matairesinol
C68495|Secoisolariciresinol
C1175|Olive Oil
C87416|2,3-Dimercapto-1-Propanesulfonic Acid
C65859|Honey
C66332|Peanut Oil
C80124|Gadoterate Meglumine
C65796|Gadoteridol
C71991|Bean Sprout
C66451|Poppy Seed Oil
C72003|Beet
C47545|Gadoversetamide
C71995|Black-Eyed Pea
C71992|Chickpea
C71954|Fava Bean
C45391|Carcinogenic Fluorinated Hydrocarbon
C45388|Carcinogenic Brominated Hydrocarbon
C45386|Carcinogenic Chlorinated Hydrocarbon
C864|Tetrachlorodibenzodioxin
C45410|Chlorinated Ring Carcinogen
C29359|Phenolphthalein
C29792|2-Amino-1-Methyl-6-Phenylimidazo[4,5-b]Pyridine
C29793|2-Amino-3,4-Dimethylimidazole[4,5-f]quinoline
C44309|2-Amino-3-methylimidazo[4,5-f]quinoline
C29847|Cresidine
C45179|Nitro-compound Carcinogen
C44365|Dianisidine
C44362|Cupferron
C29595|Essential Amino Acid
C65906|Incadronic Acid
C29605|Alanine
C29607|Asparagine
C29608|Aspartic Acid
C82323|Lidadronic Acid
C94841|Synthetic Protegrin Analog
C118875|Cystathionine
C76571|Medronate Disodium
C81116|Alpha-Aminobutyric Acid
C61712|5-Hydroxytryptophan, DL-
C83767|Hydroxyethyl Cellulose (140 mPa.s at 5%)
C29102|Hydroxypropyl Methylcellulose D
C83768|Hydroxyethyl Cellulose (2000 mPa.s at 1%)
C66694|Zinc Sulfide
C66490|Propisergide
C733|Pentoxifylline
C914|Tumor Promoter
C61626|Alfentanil
C65234|Anileridine
C220|Alfentanil Hydrochloride
C1656|Rhenium 186
C87414|Rubidium Rb-82
C64794|Iodine I-123
C1639|Iodine I-131
C84589|Silicon
C64624|Iodine I 124
C68258|Ferric
C68261|Dietary Lead
C68264|Dietary Magnesium
C95188|Thallium
C76209|Tin
C95189|Titanium
C68416|Phosphatidylethanolamine
C80292|Lecithin, Soybean
C68417|Phosphatidylserine
C68338|Decenoic Acid
C68422|Saturated Phytosterol
C68437|Unsaturated Phytosterol
C68354|Dodecenoic Acid
C68378|Hexadecatrienoic Acid
C68384|Lauric Acid
C68373|Hexadecadienoic Acid n-4
C68374|Hexadecadienoic Acid n-7
C68376|Hexadecatetraenoic Acid n-1
C68377|Hexadecatetraenoic Acid n-4
C82601|Citrus Pectin
C84042|Pectin, Apple
C68361|Eicosenoic Acid
C68333|Cetoleic Acid
C68385|Lauroleic Acid
C68353|Docosenoic Acid n-9
C68483|Mannose
C2831|Glucose
C68490|Amylopectin
C68489|Amylose
C96523|Glycogen
C68477|Sucrose
C66674|Xylose
C87705|Trehalose
C68497|Non-Starch Polysaccharide
C75956|Oat Bran
C87706|Trehalose Dihydrate
C820|Safflower Oil
C74058|Manuka Honey
C71957|Dandelion Honey
C73911|Rape Honey
C66537|Sesame Oil
C77548|Gadoxetate Disodium
C77549|Gadoxetic Acid
C838|Soybean Oil
C73795|Brassica Vegetable
C72000|Carrot
C129651|Polysiloxane/Gadolinium Chelates-based Nanoparticles
C71951|String Bean
C82900|Kidney Bean
C71950|Lima Bean
C44405|Monofluoroethene
C44452|Tetrafluoroethylene
C44346|Bromoethene
C44345|Bromodichloromethane
C29811|Benzotrichloride
C44372|Dibromochloropropane
C44345|Bromodichloromethane
C44350|Carbon Tetrachloride
C29794|2-Fluoroadenine
C44352|Chlordecone
C44353|Chlorendic Acid
C44397|Lindane
C29866|Pirinixic Acid
C44308|8-Methyl-IQX
C44366|Diazoaminobenzene
C45182|Nitroarene Carcinogen
C44410|Nitrobenzene
C44411|Nitrofen
C44392|Hydrazobenzene
C44402|Michler's Base
C97314|Medronate Tetrasodium
C29609|Cysteine
C53406|Citrulline
C66071|Medronic Acid
C29610|Cystine
C2655|Iseganan Hydrochloride
C124071|Desmosine
C66230|Neridronic Acid
C81374|Diglycine
C72802|Glutaurine
C80902|Hypromelloses
C80265|Hypromellose 2208 (15000 mPa.s)
C82311|Hypromellose 2910 (3 mPa.s)
C81361|Protoveratrine A
C62529|Psilocybine
C29869|sn-1,2-Didecanoylglycerol
C65235|Anileridine Hydrochloride
C87352|Anileridine Phosphate
C79781|Betameprodine
C87415|Rubidium Rb-86
C38686|Ruthenium Ru-106
C1841|Iodine I-125
C830|Sodium
C68266|Dietary Manganese
C68262|Pb2+
C68263|Pb4+
C28199|Yttrium
C68269|Dietary Mercury
C948|Zinc
C68419|Plasmalogen
C68323|Stigmastanol
C68325|Brassicasterol
C68328|Campesterol
C63662|Beta-Sitosterol
C68385|Lauroleic Acid
C68379|Hexadecatrienoic Acid n-3
C68380|Hexadecatrienoic Acid n-4
C68381|Hexadecenoic Acid
C68389|Margaric Acid
C68362|Eicosenoic Acid n-7
C68368|Gadoleic Acid
C68370|Gondoic Acid
C68367|Fatty Acid 23:1
C68326|Brassidic Acid
C68364|Erucic Acid
C80778|Starch, Corn
C80779|Starch, Potato
C80780|Starch, Rice
C68499|Insoluble Non-Starch Polysaccharide
C714|Oligosaccharide
C68498|Soluble Non-Starch Polysaccharide
C68503|Total Sugar
C1241|Sunflower Oil
C73915|Sunflower Honey
C71998|Brussels Sprout
C71997|Broccoli
C72001|Celeriac
C28261|Mung Bean
C71999|Cabbage
C72056|Pea
C72071|Peanut
C125230|Hydroxylated Polybrominated Diphenyl Ether
C490|Ethylene Dibromide
C44354|Chlorinated Paraffin
C44436|Polybrominated Biphenyl
C29815|Chloroform
C44356|Chloroprene
C44330|a-Hexachlorocyclohexane
C44404|Mirex
C44340|b-Hexachlorocyclohexane
C44448|Sulfallate
C45181|Nitroso Carcinogen
C44434|Phenazopyridine Hydrochloride
C29781|1-Nitropyrene
C44299|1,6-Dinitropyrene
C44300|1,8-Dinitropyrene
C44412|Nitromethane
C44453|Tetranitromethane
C44435|Phenoxybenzamine Hydrochloride
C62065|Phenoxybenzamine
C1345|Pamidronate Disodium
C61739|D-Serine
C61731|DL-Alanine
C84558|Pamidronate Disodium Anhydrous
C61732|DL-Proline
C105949|Homocysteine
C61875|Pamidronic Acid
C595|3-Iodotyrosine
C129555|Kynurenine
C83769|Hypromellose Acetate Succinate 06081224 (3 Mm2/S)
C83770|Hypromellose Acetate Succinate 16070722 (3 Mm2/S)
C75647|Icodextrin
C81359|Securinine
C81358|Sanguinarium
C79779|Betaprodine
C79775|Brifentanil
C61656|Buprenorphine
C1809|Samarium Sm-153
C1567|Strontium Sr-89
C29776|Strontium Sr-90
C95192|Tellurium
C68272|Dietary Molybdenum
C68275|Dietary Nickel
C68270|Hg+
C68271|Hg2+
C68425|Sphingolipid
C68427|Stigmasterol
C896|Trace Element
C68393|Myristic Acid
C68382|Hexadecenoic Acid cis
C493|Omega-3 Fatty Acid
C68383|Hexadecenoic Acid trans
C68398|Octadecadienoic Acid
C68396|Nonadecenoic Acid
C68404|Octadecenoic Acid
C80781|Starch, Tapioca
C68411|Pentadecenoic Acid
C80782|Starch, Wheat
C68473|Fructooligosaccharide
C61506|Inulin
C68474|Maltodextrin
C81249|Infant Formula
C68516|Dietary Nitroso Compound
C65141|Juice
C72055|Cauliflower
C71967|Collard Greens
C71994|Celery
C71935|Pinto Bean
C72031|Mustard Greens
C72010|Soybean
C72009|Snow Pea
C125231|Polybrominated Diphenyl Ether
C44303|2,3-Dibromopropanol
C44379|Dimethylvinyl Chloride
C44364|Chlorophenothane
C44383|Ethylene Dichloride
C44460|TRIS-BP
C45411|Carcinogenic Nitrosourea
C45398|Carcinogenic Nitrosamine
C29829|N-nitroso-N-methylurethane
C44325|4-Nitropyrene
C44457|Toluene Diisocyanate
C29805|6-Nitrochrysene
C44312|2-Nitroanisole
C44311|2-Naphthylamine
C44313|2-Nitropropane
C44306|2,4-Diaminotoluene
C66420|Piridronic Acid
C61997|DL-Tyrosine
C101894|Poly-alendronate Dextran-Guanidine Conjugate
C1115|Glutamic Acid
C1528|Risedronate Sodium
C120014|Malondialdehyde-Lysine
C522|Glutamine
C107143|Monohydroxybutylmercapturic Acid
C63678|Methylselenocysteine
C80264|Polycarbophil
C1237|Staurosporine
C80288|Methacrylic Acid-Methyl Methacrylate Copolymer (1:1)
C83949|Methacrylic Acid - Ethyl Acrylate Copolymer (1:1) Type A
C872|Theophylline
C61658|Butorphanol Tartrate
C47424|Buprenorphine Hydrochloride
C61659|Butorphanol
C80653|Strontium Sr-82
C1642|Technetium TC-99m
C47784|Xenon Xe-133
C63731|White Phosphorus
C68274|Mo6+
C68273|Mo4+
C68276|Ni2+
C126907|Sphingosine 1-Phosphate
C382|Cobalt
C502|Fluorine
C68277|Dietary Phosphorus
C594|Iodine
C906|Triglycerides
C68408|Palmitoleic Acid
C68403|Octadecatrienoic Acid
C997|Linolenic Acid
C68334|Clupanodonic Acid
C68346|Doconexent
C43629|Conjugated Linoleic Acid
C615|Linoleic Acid
C68397|Nonadecenoic Acid n-7
C68399|Octadecadienoic Acid n-3
C68414|Petroselinic Acid
C68405|Oleic Acid
C68438|Vaccenic Acid
C68412|Pentadecenoic Acid n-9
C68475|Raffinose
C68476|Stachyose
C74543|Liver (Food)
C68517|Dietary Nitrate
C68518|Dietary Nitrite
C68519|Dietary Nitrosamine
C116739|Carrot Juice
C99901|Acai Berry Juice
C72021|Turnip Greens
C71848|Celery Juice
C72020|Turnip
C71968|Cucumber
C1747|Cruciferous Vegetable
C44388|Hexachlorobenzene
C44389|Hexachloroethane
C44400|Methylene Chloride
C44454|Thioacetamide
C26563|Ethylnitrosourea
C645|Methylnitrosourea
C29825|N-Amyl-N-Methylnitrosoamine
C45402|Carcinogenic Cyclic Nitrosamine
C44415|N-Methyl-N-nitro-N-Nitrosoguanidine
C44314|3,3-Dichlorobenzidine
C44323|4-Chloro-ortho-phenylenediamine
C44432|Phenacetin
C44324|4-Dimethylaminoazobenzene
C66517|Risedronic Acid
C524|Glycine
C1873|Apomine
C76144|Hydroxyproline
C61973|Tiludronate Disodium
C107146|N-Acetyl-S-(2-Hydroxyethyl)Cysteine
C29611|Ornithine
C118887|N-Acetylaspartate
C61853|N-Acetyltyrosine
C82287|Methacrylic Acid - Methyl Methacrylate Copolymer (1:2)
C61968|Theophylline Anhydrous
C82312|Nonoxynol-9
C71147|PVA Microporous Hydrospheres
C73827|Theophylline Sodium Acetate
C65334|Ciramadol Hydrochloride
C423|Dextromethorphan Hydrobromide
C65374|Dezocine
C1641|Yttrium Y-90
C85247|Xenon
C68279|Dietary Potassium
C68278|P5+
C68281|Dietary Selenium
C997|Linolenic Acid
C61873|Palmitic Acid
C68335|Columbinic Acid
C68369|Gamolenic Acid
C68350|Docosatetraenoic Acid n-3
C67080|Eicosapentaenoic Acid
C68336|Conjugated Linoleic Acid n-6
C68358|Eicosatetraenoic Acid n-3
C68337|Conjugated Linoleic Acid n-7
C68400|Octadecadienoic Acid n-4
C68423|Selacholeic Acid
C68401|Octadecadienoic Acid n-6 trans
C68363|Elaidic Acid
C68433|Tetradecenoic Acid
C70553|Dietary Polyphenol
C75668|Chicken Liver
C75669|Beef Liver
C71952|Fruit Juice
C116328|Red Tomato Juice
C68441|Dietary Protein
C116327|Tangerine Tomato Juice
C71970|Fennel
C66725|Ginger
C72014|Radish
C75666|Watercress
C760|Polychlorinated Biphenyl
C44451|Tetrachloroethylene
C44458|Toxaphene
C44455|Thiourea
C44418|N-Nitrosodi-n-butylamine
C44420|N-Nitrosomorpholine
C44424|N-Nitrosopyrrolidine
C44423|N-Nitrosopiperidine
C44416|N-Nitrosodiethanolamine
C44319|4,4-Methylenebis,2-Chloroaniline
C44320|4,4-Methylenedianiline
C44433|Phenacetin-Containing Mixture
C44321|4,4-Oxydianiline
C29612|Proline
C1699|Zoledronic Acid
C66703|Zoledronate Disodium
C80325|Zoledronate Trisodium
C29613|Serine
C120011|N(6)-(1-Carboxyethyl)Lysine
C90900|Serine, DL-
C120013|N(6)-Carboxymethyllysine
C87587|Norleucine
C762|Polyethylene Glycol
C84072|Polyethylene Glycol 1000
C84073|Ceteth-20
C932|Vinca Alkaloid Compound
C66657|Voxergolide
C28958|Diacetylmorphine Hydrochloride
C84508|Dihydrocodeine
C47490|Dihydrocodeine Bitartrate
C68280|Potassium Cation
C68282|Se2+
C68283|Se4+
C68285|Dietary Silicon
C68284|Se6+
C68420|Punicic Acid
C68409|Parinaric Acid
C68434|Icosapent
C68360|Eicosatrienoic Acid n-3
C68366|Fatty Acid 21:5 n-3
C68402|Octadecadienoic Acid n-9
C68395|Nervonic Acid
C68394|Myristoleic Acid
C1145|Lignan
C71642|Acer saccharum Sap
C70554|Dietary Flavonoid
C65145|Apple Juice
C83618|Cherry Juice
C71962|Citrus Juice
C88300|Tomato-Soy Juice
C113791|Wheatgrass Juice
C71977|Green Vegetable
C71973|Leek
C72066|Corn
C68442|Dietary Amino Acid
C44459|Trichloroethylene
C44295|1,2,3-Trichloropropane
C936|Vinyl Chloride
C29864|Vinyl Carbamate
C44414|Nitrosonornicotine
C29827|N-Nitrosodiethylamine
C44417|N-Nitrosodimethylamine
C44322|4,4-Thiodianiline
C29845|o-Aminoazotoluene
C44439|Propylenimine
C44426|o-Anisidine Hydrochloride
C915|L-Tyrosine
C80120|Zoledronic Acid Anhydrous
C118883|Phosphoserine
C103149|S-Adenosylhomocysteine
C104983|Pyridinoline
C84074|Polyethylene Glycol 1450
C84076|Polyethylene Glycol 1540
C84075|Polyethylene Glycol 1500
C2526|Anhydrovinblastine
C62790|Liposomal Vinorelbine
C111899|Liposomal Eribulin Mesylate
C65406|Dimethylthiambutene
C65416|Dioxaphetyl Butyrate
C65426|Dipipanone
C68286|Si4+
C68287|Dietary Sodium
C68289|Dietary Sulfur
C68413|Pentadecylic Acid
C68410|Parinaric Acid n-3
C68410|Parinaric Acid n-3
C68429|Tetracosahexaenoic Acid n-3
C68431|Tetracosapentaenoic Acid n-3
C68426|Stearic Acid
C93251|Arctigenin
C93250|Arctiin
C2563|Omega-6 Fatty Acid
C68450|Flavanol
C126482|Meat
C68444|Anthocyanidin
C90536|Purple Grape Juice
C68459|Flavanone
C26665|Pomegranate Juice
C71961|Grapefruit Juice
C75632|Lime Juice
C71963|Lemon Juice
C93161|Nonstarchy Vegetable
C71976|Green Leafy Vegetable
C71949|Mushroom
C62008|Arginine
C87704|Histidine Monohydrochloride
C29597|Histidine
C44296|1,3-Dichloropropene
C44304|2,4,6-Trichlorophenol
C44297|Paradichlorobenzene
C44419|N-Nitrosomethylvinylamine
C29826|N-butyl-N-(4-hydroxybutyl)nitrosamine
C44425|N-Nitrososarcosine
C44428|o-Tolidine
C44429|o-Toluidine
C920|Urethane
C44430|p-Biphenylamine
C107142|S-Phenyl-N-Acetylcysteine
C1223|Selenocysteine
C344|Carbohydrate
C84077|Polyethylene Glycol 200
C118886|1-Methylhistidine
C84078|Polyethylene Glycol 300
C80131|Polyethylene Glycol 3350
C869|Thalicarpine
C930|Vinblastine
C931|Vinblastine Sulfate
C61762|Fentanyl Hydrochloride
C29099|Hydrocodone Bitartrate
C62033|Hydrocodone
C68292|Dietary Vanadium
C68290|S4+
C68295|Dietary Zinc
C68291|S6+
C282|Arachidonic Acid
C67038|Polyunsaturated Fatty Acid
C68421|Saturated Fatty Acid
C68343|Dihomo-gamma-linolenic Acid
C68348|Docosapentaenoic Acid n-6
C63654|Cianidanol
C71932|Beef
C72065|Dietary Fish
C71953|Frog Leg
C68445|Cyanidin
C68446|Delphinidin
C68447|Malvidin
C68461|Hesperetin
C66257|Orange Juice
C68463|Naringenin
C72033|Okra
C72012|Spinach
C72028|Lettuce
C93333|Amanita phalloides Fruiting Body
C72008|Shiitake Mushroom
C29598|Isoleucine
C29599|Leucine
C29171|Lysine
C44317|3-Chloro-2-methylpropene
C29828|N-ethyl-N'-nitro-N-nitrosoguanidine
C127127|4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol
C44413|Nitrosodipropylamine
C1072|1,1-Dimethylhydrazine
C44431|p-Chloro-o-toluidine
C61804|L-alpha-Aminobutyric Acid
C118876|3-Aminoisobutyric Acid
C77427|Alpha-D-Glucopyranose
C61629|Alpha-D-Glucopyranose Monohydrate
C81024|Beta-D-Fructofuranose
C84079|Polyethylene Glycol 3500
C103150|3-Chlorotyrosine
C84080|Polyethylene Glycol 400
C84081|Polyethylene Glycol 4000
C933|Vincristine
C2104|Vincristine Liposomal
C1739|Vincristine Sulfate
C436|Hydromorphone Hydrochloride
C62034|Hydromorphone
C66000|Ketorfanol
C68293|V4+
C68294|V5+
C68344|Docosadienoic Acid
C68356|Eicosadienoic Acid n-6
C68321|Arachidic Acid
C68345|Docosahexaenoic Acid
C68347|Docosapentaenoic Acid
C68322|Behenic Acid
C68327|Butyric Acid
C68451|Gallocatechin
C71933|Beef, Cooked
C71934|Beef, Less Cooked
C63651|L-Epicatechin
C71919|Catfish
C71906|Pacific Anchovy
C71921|Cod
C71638|Lamb
C68448|Peonidin
C68449|Petunidin
C68460|Hesperidin
C73908|Mycoprotein
C68462|Naringin
C72035|Onion
C72037|Parsley
C72041|Peppers
C29600|Methionine
C29601|Phenylalanine
C61962|Taurine
C127128|4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol Glucuronide
C29801|4-Methylnitrosamino-1,3-pyridyl-1-butanone
C29787|1,2-Dimethylhydrazine
C29788|1,2-Dimethylhydrazine Dihydrochloride
C107144|3-Hydroxypropylmercapturic Acid
C118885|3-Methylhistidine
C77428|Beta-D-Fructopyranose
C61651|Beta-D-Glucopyranose Monohydrate
C61650|Beta-D-Glucopyranose
C126911|3-Nitrotyrosine
C84083|Ceteth-10
C84082|Polyethylene Glycol 4500
C84084|Polyethylene Glycol 600
C934|Vindesine
C2702|Vincristine Sulfate Liposome
C935|Vindesine Sulfate
C47583|Levomethadyl Acetate Hydrochloride
C61810|Levorphanol
C47586|Levorphanol Tartrate
C68349|Docosatetraenoic Acid
C68387|Lignoceric Acid
C68424|Short Chain Fatty Acid
C68351|Docosatrienoic Acid
C68435|Tridecanoic Acid
C68355|Eicosadienoic Acid
C68454|Epicatechin-3-Gallate
C68453|Epigallocatechin
C71948|Mutton
C71918|Acanthosepion Cuttlefish
C71925|Flounder
C71926|Herring
C73854|Pheasant
C68465|Flavanonol
C126652|Oat Biscuit
C72042|Pimenta racemosa
C68464|Flavone
C72045|Potato
C75665|Capsicum
C73793|Red Pepper
C71993|Bell Pepper
C29602|Threonine
C29603|Tryptophan
C29604|Valine
C29791|2-Acetylaminofluorene
C107145|4-Hydroxybut-2-Ylmercapturic Acid
C118878|5-Hydroxylysine
C77429|Beta-D-Xylopyranose
C120289|Ceramide Dodecasaccharide
C82264|Dextrates
C52181|Oxitriptan
C84085|Polyethylene Glycol 6000
C84086|Polyethylene Glycol 7000
C84087|Polyethylene Glycol 800
C61564|Vinflunine
C1274|Vinepidine
C2378|Vinfosiltine
C618|Loperamide
C638|Methadone Hydrochloride
C62044|Methadone
C68357|Eicosatetraenoic Acid
C68440|Trans Fatty Acid
C68359|Eicosatrienoic Acid
C1088|Epigallocatechin Gallate
C68365|Fatty Acid 21:5
C71958|Pork
C68439|Very Long Chain Fatty Acid
C71641|Mackerel
C71924|Perch
C71917|Red Snapper
C53475|Poultry
C94310|Organic Food
C68456|Flavonol
C72016|Pumpkin
C68466|Apigenin
C68467|Luteolin
C599|Isoflavone
C71980|Jalapeno Pepper
C74269|Rhubarb
C71964|Green Bell Pepper
C72006|Ripe Bell Pepper
C68544|Food Energy
C61716|Anhydrous Dextrose
C76586|Dihydroxyacetone
C61717|Dextrose Monohydrate
C29813|Carbon Disulfide
C84088|Polyethylene Glycol 8000
C45678|Industrial Aid
C84089|Polyethylene Glycol 900
C85251|Polyoxyl 40 Distearate
C95240|Vinglycinate
C95241|Vinglycinate Sulfate
C95239|Vinleucinol
C61854|Nalbuphine
C47629|Nalbuphine Hydrochloride
C1657|Opiate
C126901|Phytoene
C68390|Mead Acid
C126903|Phytofluene
C126483|Processed Meat
C68428|Tetracosahexaenoic Acid
C72060|Sardine
C68430|Tetracosapentaenoic Acid
C71905|Salmon
C71922|Shark
C73850|Duck
C73855|Turkey, Poultry
C73852|Bird Flesh
C73972|Brown Rice
C68457|Kaempferol
C72013|Squash
C68468|Tangeretin
C28201|Biochanin A
C95769|Crystalline Genistein Formulation AXP107-11
C72026|Ecballium elaterium Fruit
C1060|Daidzein
C72015|Sweet Potato
C68546|Food Energy in Kilojoules
C68545|Food Energy in Kilocalories
C518|Ganglioside
C101515|Glucurolactone
C65415|Dioxamate
C82910|Glucuronolactone
C84091|Polyoxyl 40 Stearate
C83515|Acetal
C72093|Aceburic Acid
C76696|Acetanilide
C85246|PEG-8 Stearate
C29370|Polyvinyl Alcohol
C1275|Vinorelbine
C66943|Vinorelbine Tartrate Emulsion
C1395|Vinorelbine Tartrate
C29309|Oxycodone
C48010|Oxycodone Hydrochloride
C383|Codeine
C74548|Codeine Phosphate
C53137|Codeine Sulfate
C68428|Tetracosahexaenoic Acid
C68430|Tetracosapentaenoic Acid
C71911|Swordfish
C68432|Tetracosapentaenoic Acid n-6
C71915|Shellfish
C71910|Trout
C71908|Tuna
C71941|Garden Snail
C86577|Pastry
C117288|Quercetin
C792|Quercetin
C72004|Swiss Chard
C68469|Formononetin
C72018|Taro
C1113|Genistein
C63949|Glycitein
C126649|White Carrot
C68533|Hydroxybenzoic Acid
C126894|Fucosyl Monosialotetrahexosylganglioside
C1110|Ganglioside GD2
C39782|Ganglioside GD3
C66894|Glycoside
C45653|Glycoside Compound
C76285|Acetic Anhydride
C28179|Polysaccharide
C77491|Povidone
C29807|Acetone
C77446|Acetone Sodium Bisulfite
C84102|Powdered Cellulose
C29388|Propylene Glycol
C48009|Oxycodone Terephthalate
C1276|Vinzolidine
C29314|Oxymorphone
C62051|Morphine
C424|Diacetylmorphine
C68432|Tetracosapentaenoic Acid n-6
C71907|Whitefish
C29300|Opium Tincture
C72061|Abalone
C71920|Clam
C71937|Veal
C71923|Crustacean
C71946|Popcorn
C68458|Myricetin
C819|Rutin
C72023|Dioscorea cayenensis Tuber
C72025|Zucchini
C68534|Indole
C516|Ganglioside GM2
C104201|Ganglioside GQ
C107389|Monosialotetrahexosylganglioside
C65368|Deslanoside
C65212|Acetyldigitoxin
